customer_ID,hotel,canceled,lead_time,arrival_year,arrival_month,arrival_week_number,arrival_day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,appointment_status_value,payment_method,total_payment,gender,age_count
354,Resort Hotel,0,58,2015,July,29,13,1,2,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,F,2,No Deposit,250,,0,Transient,165,1,1,Check-Out,16-07-2015,Completed,Working capital,6864,Female,38
355,Resort Hotel,0,0,2015,July,29,13,1,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,167,,0,Transient,114,0,0,Check-Out,17-07-2015,Completed,Cash,5201,Female,52
356,Resort Hotel,1,60,2015,July,29,13,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,79.5,0,0,Canceled,24-06-2015,Cancelled,Auto,7943,Female,29
357,Resort Hotel,1,321,2015,July,29,13,1,4,2,0,0,HB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,132.8,0,1,Canceled,05-03-2015,Rescheduled,Auto,172,Female,43
358,Resort Hotel,0,40,2015,July,29,13,1,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,120,0,2,Check-Out,18-07-2015,Completed,Cash,5572,Female,68
359,Resort Hotel,1,51,2015,July,29,13,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Contract,79.5,0,0,Canceled,23-05-2015,Missed,Working capital,5289,Male,36
360,Resort Hotel,0,38,2015,July,29,13,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,120,0,0,Check-Out,18-07-2015,Cancelled,Auto,2572,Male,62
361,Resort Hotel,1,75,2015,July,29,13,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,144.2,0,1,Canceled,22-06-2015,Completed,Insurance,807,Male,24
362,Resort Hotel,0,101,2015,July,29,13,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,107.2,0,0,Check-Out,18-07-2015,Missed,Auto,1904,Male,64
363,Resort Hotel,1,42,2015,July,29,13,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,120,0,0,Canceled,01-06-2015,Missed,Medicare,6804,Male,24
364,Resort Hotel,0,109,2015,July,29,13,1,4,3,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,163.8,0,1,Check-Out,18-07-2015,Rescheduled,Medicare,3813,Male,43
365,Resort Hotel,1,81,2015,July,29,13,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,98.5,0,2,Canceled,24-04-2015,Cancelled,Working capital,5151,Female,57
366,Resort Hotel,1,98,2015,July,29,13,1,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,130.5,0,0,Canceled,12-05-2015,Cancelled,Cash,2575,Female,22
367,Resort Hotel,0,32,2015,July,29,13,1,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,2,No Deposit,300,,0,Transient,153,0,0,Check-Out,19-07-2015,Rescheduled,Working capital,3710,Male,38
368,Resort Hotel,0,72,2015,July,29,13,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,98.5,0,2,Check-Out,19-07-2015,Rescheduled,Working capital,4355,Male,31
369,Resort Hotel,0,115,2015,July,29,13,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient-Party,119.7,0,2,Check-Out,20-07-2015,Cancelled,Working capital,7497,Female,21
370,Resort Hotel,0,118,2015,July,29,13,2,5,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,184.6,0,1,Check-Out,20-07-2015,Cancelled,Working capital,1835,Female,40
371,Resort Hotel,0,81,2015,July,29,13,2,5,2,1,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,181.22,0,2,Check-Out,20-07-2015,Completed,Insurance,9877,Female,59
372,Resort Hotel,1,95,2015,July,29,13,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,100.86,0,1,Canceled,15-04-2015,Completed,Insurance,8358,Male,37
373,Resort Hotel,0,16,2015,July,29,13,1,0,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,100.2,1,3,Check-Out,14-07-2015,Rescheduled,Auto,8079,Male,32
374,Resort Hotel,0,56,2015,July,29,13,1,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,134.25,1,0,Check-Out,17-07-2015,Completed,Medicare,2528,Male,67
375,Resort Hotel,0,88,2015,July,29,13,3,5,2,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Contract,96.3,0,0,Check-Out,21-07-2015,Missed,Working capital,7526,Female,69
376,Resort Hotel,0,41,2015,July,29,13,3,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,147,,0,Transient,83.09,0,2,Check-Out,22-07-2015,Completed,Auto,8633,Female,62
377,Resort Hotel,1,40,2015,July,29,14,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,,0,Transient,105.5,0,0,Canceled,03-07-2015,Completed,Medicare,5349,Male,46
378,Resort Hotel,0,1,2015,July,29,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,270,0,Transient,134,0,0,Check-Out,15-07-2015,Missed,Cash,5391,Male,25
379,Resort Hotel,0,1,2015,July,29,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,,0,Transient,8,0,1,Check-Out,15-07-2015,Rescheduled,Insurance,2917,Female,58
380,Resort Hotel,0,1,2015,July,29,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,146,1,1,Check-Out,16-07-2015,Missed,Medicare,9524,Female,65
381,Resort Hotel,1,76,2015,July,29,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,126,0,2,Canceled,27-05-2015,Completed,Cash,3974,Female,36
382,Resort Hotel,0,0,2015,July,29,14,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,111.15,0,1,Check-Out,18-07-2015,Rescheduled,Medicare,9786,Female,65
383,Resort Hotel,0,49,2015,July,29,14,0,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240,,0,Transient,136.2,0,2,Check-Out,19-07-2015,Completed,Insurance,4311,Male,56
384,Resort Hotel,0,76,2015,July,29,14,0,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,101.8,0,0,Check-Out,19-07-2015,Missed,Insurance,761,Female,63
385,Resort Hotel,0,73,2015,July,29,14,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,127,0,1,Check-Out,20-07-2015,Missed,Auto,3474,Female,45
386,Resort Hotel,0,73,2015,July,29,14,1,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,161.5,0,2,Check-Out,20-07-2015,Completed,Working capital,9308,Female,63
387,Resort Hotel,0,317,2015,July,29,14,1,5,2,2,0,HB,PRT,Direct,TA/TO,0,0,0,H,G,1,No Deposit,240,,0,Transient,230.67,1,2,Check-Out,20-07-2015,Cancelled,Medicare,307,Male,44
388,Resort Hotel,1,112,2015,July,29,14,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,65.7,0,1,Canceled,06-04-2015,Cancelled,Medicare,2765,Male,21
389,Resort Hotel,0,6,2015,July,29,14,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,180,1,2,Check-Out,21-07-2015,Missed,Cash,2593,Female,32
390,Resort Hotel,0,8,2015,July,29,14,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,168.57,0,1,Check-Out,21-07-2015,Missed,Insurance,6913,Female,52
391,Resort Hotel,1,96,2015,July,29,14,2,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,107.67,0,1,Canceled,11-04-2015,Cancelled,Medicare,732,Female,54
392,Resort Hotel,1,96,2015,July,29,14,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,96.9,0,1,Canceled,11-04-2015,Cancelled,Insurance,3183,Male,18
393,Resort Hotel,0,99,2015,July,29,14,2,7,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,107,0,1,Check-Out,23-07-2015,Completed,Medicare,3819,Male,20
394,Resort Hotel,0,66,2015,July,29,14,2,9,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,147,,0,Transient,73.41,0,0,Check-Out,25-07-2015,Completed,Auto,7223,Male,64
395,Resort Hotel,0,38,2015,July,29,14,4,10,2,0,0,HB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,109.9,0,2,Check-Out,28-07-2015,Cancelled,Working capital,1779,Female,41
396,Resort Hotel,0,38,2015,July,29,14,4,10,2,0,0,HB,SWE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241,,0,Transient,109.9,0,2,Check-Out,28-07-2015,Completed,Medicare,336,Male,44
397,Resort Hotel,0,113,2015,July,29,14,4,11,3,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,,,0,Transient,187.5,1,3,Check-Out,29-07-2015,Completed,Insurance,7546,Female,57
398,Resort Hotel,0,0,2015,July,29,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,,,0,Transient,134,0,0,Check-Out,15-07-2015,Rescheduled,Auto,4543,Female,53
399,Resort Hotel,1,62,2015,July,29,15,0,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient,91.5,0,0,Canceled,03-07-2015,Completed,Medicare,6870,Female,51
400,Resort Hotel,1,39,2015,July,29,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,132.44,0,0,Canceled,27-06-2015,Missed,Cash,9832,Male,46
401,Resort Hotel,0,37,2015,July,29,15,2,4,2,0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,106.9,0,0,Check-Out,21-07-2015,Completed,Working capital,6199,Female,41
402,Resort Hotel,1,58,2015,July,29,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,131.86,0,0,Canceled,25-06-2015,Completed,Medicare,8655,Male,41
403,Resort Hotel,0,37,2015,July,29,15,2,6,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,216.13,1,0,Check-Out,23-07-2015,Cancelled,Auto,2468,Male,59
404,Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,,0,Transient-Party,107,0,0,Check-Out,17-07-2015,Missed,Cash,385,Female,21
405,Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,,0,Transient-Party,107,0,0,Check-Out,17-07-2015,Completed,Auto,248,Female,20
406,Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305,,0,Transient,107,0,0,Check-Out,17-07-2015,Completed,Auto,4137,Male,51
407,Resort Hotel,0,83,2015,July,29,15,2,7,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,190.33,0,1,Check-Out,24-07-2015,Rescheduled,Cash,6649,Female,66
408,Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,,0,Transient,107,0,0,Check-Out,17-07-2015,Completed,Auto,7221,Male,40
409,Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,F,1,No Deposit,305,,0,Transient-Party,94,0,0,Check-Out,17-07-2015,Completed,Cash,4995,Female,69
410,Resort Hotel,1,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,,0,Transient-Party,0,0,0,Canceled,13-07-2015,Rescheduled,Medicare,5380,Male,40
411,Resort Hotel,0,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305,,0,Transient-Party,98.75,0,0,Check-Out,17-07-2015,Cancelled,Cash,1112,Male,62
412,Resort Hotel,0,57,2015,July,29,15,0,2,3,0,0,FB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,305,,0,Transient-Party,148.23,0,0,Check-Out,17-07-2015,Completed,Cash,9815,Male,22
413,Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,E,1,No Deposit,305,,0,Transient-Party,94,0,0,Check-Out,17-07-2015,Rescheduled,Working capital,2885,Male,48
414,Resort Hotel,0,57,2015,July,29,15,0,2,1,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,305,,0,Transient-Party,0,0,0,Check-Out,17-07-2015,Missed,Cash,3825,Female,58
415,Resort Hotel,1,66,2015,July,29,16,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,195,0,1,Canceled,02-07-2015,Cancelled,Cash,4676,Female,23
416,Resort Hotel,0,13,2015,July,29,16,0,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,120.6,0,1,Check-Out,18-07-2015,Missed,Medicare,5882,Male,54
417,Resort Hotel,0,50,2015,July,29,16,0,1,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,123.2,0,0,Check-Out,17-07-2015,Missed,Working capital,6357,Male,27
418,Resort Hotel,1,48,2015,July,29,16,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146,,0,Transient,112,0,0,Canceled,05-06-2015,Rescheduled,Insurance,9893,Female,57
419,Resort Hotel,1,0,2015,July,29,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,123.2,0,0,Canceled,16-07-2015,Completed,Medicare,2508,Female,24
420,Resort Hotel,0,7,2015,July,29,16,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,,0,Transient,169,1,1,Check-Out,17-07-2015,Rescheduled,Medicare,440,Female,56
421,Resort Hotel,0,0,2015,July,29,16,0,2,2,2,0,BB,PRT,Direct,Direct,0,0,0,H,G,1,No Deposit,,,0,Transient,198,1,0,Check-Out,18-07-2015,Rescheduled,Insurance,2917,Female,55
422,Resort Hotel,1,66,2015,July,29,16,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,103.5,0,1,Canceled,02-07-2015,Rescheduled,Cash,2596,Female,38
423,Resort Hotel,0,13,2015,July,29,16,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,135.6,0,1,Check-Out,18-07-2015,Rescheduled,Auto,6062,Female,37
424,Resort Hotel,0,66,2015,July,29,16,0,2,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,103.5,0,1,Check-Out,18-07-2015,Cancelled,Working capital,5399,Male,20
425,Resort Hotel,0,10,2015,July,29,16,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,184,1,0,Check-Out,19-07-2015,Completed,Auto,7674,Female,68
426,Resort Hotel,1,10,2015,July,29,16,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,134,0,0,Canceled,13-07-2015,Missed,Insurance,1789,Female,39
427,Resort Hotel,1,58,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,147,0,0,Canceled,19-06-2015,Missed,Medicare,3367,Male,64
428,Resort Hotel,1,17,2015,July,29,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,151.33,0,0,Canceled,30-06-2015,Completed,Medicare,4506,Female,21
429,Resort Hotel,0,19,2015,July,29,16,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,121.33,0,1,Check-Out,19-07-2015,Missed,Working capital,8553,Female,45
430,Resort Hotel,0,10,2015,July,29,16,2,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient-Party,150.2,0,1,Check-Out,21-07-2015,Completed,Medicare,1542,Female,29
431,Resort Hotel,1,12,2015,July,29,16,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,178,0,Transient,139,0,0,Canceled,07-07-2015,Missed,Medicare,8697,Female,55
432,Resort Hotel,0,10,2015,July,29,16,2,3,1,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250,,0,Transient-Party,150.2,0,1,Check-Out,21-07-2015,Rescheduled,Working capital,4537,Female,68
433,Resort Hotel,0,63,2015,July,29,16,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,147,,0,Transient,75.44,0,1,Check-Out,20-07-2015,Missed,Working capital,5535,Male,53
434,Resort Hotel,1,35,2015,July,29,16,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,0,Canceled,13-06-2015,Completed,Insurance,8535,Female,64
435,Resort Hotel,0,113,2015,July,29,16,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,166,0,1,Check-Out,22-07-2015,Completed,Medicare,4207,Male,58
436,Resort Hotel,1,35,2015,July,29,16,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,135,0,0,Canceled,11-06-2015,Completed,Medicare,660,Male,22
437,Resort Hotel,0,68,2015,July,29,16,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,130,0,0,Check-Out,23-07-2015,Completed,Insurance,8885,Female,30
438,Resort Hotel,0,113,2015,July,29,16,2,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,67,,0,Transient,96.3,0,0,Check-Out,24-07-2015,Completed,Cash,5648,Male,40
439,Resort Hotel,0,21,2015,July,29,16,4,10,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,160,0,0,Check-Out,30-07-2015,Cancelled,Cash,1926,Female,67
440,Resort Hotel,0,6,2015,July,29,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,0,0,1,Check-Out,17-07-2015,Cancelled,Cash,7729,Male,47
441,Resort Hotel,0,7,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,127.25,0,1,Check-Out,19-07-2015,Missed,Insurance,8425,Male,54
442,Resort Hotel,0,17,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,,0,Transient,164,0,2,Check-Out,19-07-2015,Completed,Medicare,3238,Female,42
443,Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,,0,Transient,144.5,0,0,Check-Out,19-07-2015,Missed,Insurance,7793,Female,65
444,Resort Hotel,0,2,2015,July,29,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,,0,Transient,112,0,0,Check-Out,19-07-2015,Completed,Insurance,8364,Female,44
445,Resort Hotel,1,15,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,134,0,1,Canceled,06-07-2015,Completed,Cash,7942,Female,68
446,Resort Hotel,1,7,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,127.25,0,1,Canceled,13-07-2015,Cancelled,Auto,6821,Female,31
447,Resort Hotel,0,11,2015,July,29,17,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,155.5,1,0,Check-Out,19-07-2015,Cancelled,Medicare,7102,Male,65
448,Resort Hotel,1,6,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,,0,Transient,110.5,0,1,No-Show,17-07-2015,Rescheduled,Cash,4325,Male,64
449,Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,144.5,0,0,Check-Out,19-07-2015,Cancelled,Auto,3078,Male,53
450,Resort Hotel,0,1,2015,July,29,17,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250,,0,Transient,144.5,0,0,Check-Out,19-07-2015,Rescheduled,Auto,7473,Male,56
451,Resort Hotel,0,48,2015,July,29,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,196,,0,Transient,123,0,0,Check-Out,19-07-2015,Rescheduled,Working capital,6007,Male,33
452,Resort Hotel,0,15,2015,July,29,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,,0,Transient,120.6,0,1,Check-Out,19-07-2015,Rescheduled,Medicare,6197,Male,39
453,Resort Hotel,1,3,2015,July,29,17,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,,0,Transient,107.6,0,0,No-Show,17-07-2015,Rescheduled,Auto,5756,Male,38
454,Resort Hotel,1,23,2015,July,29,17,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,120.6,0,1,Canceled,04-07-2015,Rescheduled,Cash,9084,Female,38
455,Resort Hotel,0,53,2015,July,29,17,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient-Party,107,0,0,Check-Out,22-07-2015,Missed,Working capital,4359,Female,25
456,Resort Hotel,0,53,2015,July,29,17,2,3,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient-Party,133.75,1,0,Check-Out,22-07-2015,Cancelled,Medicare,8386,Male,66
457,Resort Hotel,0,94,2015,July,29,17,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250,,0,Transient,103.5,0,0,Check-Out,22-07-2015,Rescheduled,Insurance,6001,Male,33
458,Resort Hotel,0,64,2015,July,29,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,,0,Transient-Party,84.8,0,1,Check-Out,22-07-2015,Completed,Cash,9425,Female,48
459,Resort Hotel,0,53,2015,July,29,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient-Party,107,1,0,Check-Out,22-07-2015,Cancelled,Auto,5017,Female,59
460,Resort Hotel,0,53,2015,July,29,17,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152,,0,Transient-Party,107,1,0,Check-Out,22-07-2015,Cancelled,Auto,8529,Female,27
461,Resort Hotel,0,24,2015,July,29,17,2,3,3,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,,,0,Transient,195,0,1,Check-Out,22-07-2015,Rescheduled,Cash,2630,Female,49
462,Resort Hotel,0,24,2015,July,29,17,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,164,0,0,Check-Out,23-07-2015,Missed,Auto,2060,Male,51
463,Resort Hotel,0,23,2015,July,29,17,2,5,2,2,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,195,0,0,Check-Out,24-07-2015,Rescheduled,Working capital,7145,Female,26
464,Resort Hotel,0,53,2015,July,29,17,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,125,0,2,Check-Out,24-07-2015,Missed,Medicare,1148,Male,34
465,Resort Hotel,1,23,2015,July,29,17,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,195,0,0,Canceled,24-06-2015,Completed,Working capital,5872,Male,28
466,Resort Hotel,0,90,2015,July,29,17,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,132.3,0,3,Check-Out,24-07-2015,Cancelled,Auto,2629,Male,49
467,Resort Hotel,0,79,2015,July,29,17,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,145,0,2,Check-Out,24-07-2015,Completed,Insurance,3064,Female,27
468,Resort Hotel,0,43,2015,July,29,17,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142,,0,Transient,92,0,0,Check-Out,24-07-2015,Missed,Medicare,7237,Female,39
469,Resort Hotel,0,65,2015,July,29,17,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,147,0,2,Check-Out,25-07-2015,Missed,Medicare,1063,Male,34
470,Resort Hotel,0,65,2015,July,29,17,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,167,1,2,Check-Out,25-07-2015,Completed,Cash,636,Male,21
471,Resort Hotel,0,99,2015,July,29,17,2,6,3,0,0,BB,FRA,Direct,Direct,0,0,0,H,H,0,No Deposit,250,,0,Transient,210,0,1,Check-Out,25-07-2015,Missed,Cash,7440,Male,65
472,Resort Hotel,0,25,2015,July,29,17,3,7,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,194.9,0,2,Check-Out,27-07-2015,Completed,Insurance,7279,Female,69
